,КМ,М,АМПЛИТУДА,HOPMA,КОДОТСТУП,ГОД,МЕСЯЦ,ДЕНЬ,СТЕПЕНЬ,ДЛИНА,ОТСТУПЛЕНИЕ
59520,540,904,9.0,0,2145,2020,9,26,1,3,Пр.П
31318,647,570,10.0,0,2161,2020,3,26,1,3,Пр.Л
99343,72,299,9.0,0,2065,2021,2,22,1,16,Р
61839,635,664,8.0,0,2161,2020,9,26,1,3,Пр.Л
99710,119,662,8.0,0,2161,2021,2,22,1,5,Пр.Л
99806,5,750,1531.0,1520,2081,2021,2,22,1,7,Уш
66341,646,166,12.0,0,2129,2019,1,22,2,11,П
10235,574,572,1515.0,1520,2097,2018,7,19,2,1,Суж
13235,95,185,8.0,0,2113,2018,9,27,2,2,У
37119,278,183,8.0,0,2145,2020,5,29,1,4,Пр.П
77745,21,968,8.0,0,2113,2019,10,23,2,6,У
51882,320,576,8.0,0,2161,2020,8,30,1,3,Пр.Л
5766,5,759,12.0,0,2129,2018,4,18,2,19,П
11014,436,982,9.0,0,2113,2018,8,14,2,5,У
27227,419,606,8.0,0,2145,2020,3,25,1,4,Пр.П
572,60,54,8.0,0,2113,2018,1,26,2,6,У
30277,610,664,8.0,0,2145,2020,3,26,1,4,Пр.П
29646,598,894,8.0,0,2161,2020,3,27,1,3,Пр.Л
85477,442,448,10.0,0,2129,2021,1,28,2,19,П
89994,54,609,1526.0,1520,2081,2021,1,31,1,10,Уш
66996,604,500,9.0,0,2113,2019,2,18,2,3,У
49989,17,499,11.0,0,2161,2020,7,28,2,6,Пр.Л
80874,262,146,8.0,0,2113,2019,12,22,2,4,У
54881,73,375,8.0,0,2145,2020,8,28,1,3,Пр.П
38611,107,819,8.0,0,2113,2020,5,27,2,6,У
47320,594,997,9.0,0,2129,2020,7,1,2,20,П
69748,23,78,9.0,0,2129,2019,4,17,2,5,П
76687,577,710,1515.0,1520,2097,2019,9,13,2,4,Суж
27715,586,101,8.0,0,2161,2020,3,25,1,6,Пр.Л
42223,569,552,8.0,0,2161,2020,6,30,1,4,Пр.Л
66688,255,556,9.0,0,2129,2019,2,16,2,18,П
30144,1,505,10.0,0,2145,2020,3,17,1,3,Пр.П
57259,489,640,7.0,0,2113,2020,9,30,2,2,У
37041,240,608,8.0,0,2145,2020,5,29,1,3,Пр.П
55340,600,908,10.0,0,2161,2020,8,27,1,6,Пр.Л
32874,583,551,9.0,0,2161,2020,4,11,1,4,Пр.Л
32011,284,695,10.0,0,2145,2020,4,10,1,3,Пр.П
22095,86,952,8.0,0,2113,2020,2,22,2,5,У
31425,4,71,8.0,0,2145,2020,4,10,1,6,Пр.П
41635,399,632,9.0,0,2145,2020,6,30,1,3,Пр.П
49617,612,148,8.0,0,2161,2020,7,15,1,4,Пр.Л
38375,7,418,9.0,0,2161,2020,5,27,1,4,Пр.Л
20356,621,380,9.0,0,2145,2020,1,14,1,5,Пр.П
16558,24,663,12.0,0,2129,2018,12,16,2,16,П
27403,493,364,7.0,93,2113,2020,3,25,2,13,У
44607,605,152,9.0,0,2113,2020,6,26,2,2,У
91534,638,558,7.0,0,2129,2021,1,29,1,17,П
27878,611,325,9.0,0,2161,2020,3,25,1,6,Пр.Л
25119,645,489,10.0,0,2161,2020,2,27,1,5,Пр.Л
40019,41,296,8.0,0,2145,2020,5,29,1,4,Пр.П
56119,618,648,10.0,0,2145,2020,8,31,1,6,Пр.П
90522,119,914,8.0,0,2145,2021,1,31,1,4,Пр.П
77881,256,11,7.0,0,2113,2019,10,23,2,3,У
84144,383,114,1525.0,1520,2081,2021,1,28,1,4,Уш
97238,513,401,1526.0,1520,2081,2021,2,21,1,4,Уш
21062,649,925,11.0,0,2145,2020,1,28,1,4,Пр.П
21273,21,545,9.0,0,2145,2020,1,16,1,6,Пр.П
12734,319,674,1530.0,1520,2081,2018,9,28,2,5,Уш
86419,552,767,1518.0,1520,2097,2021,1,30,1,4,Суж
19765,466,71,7.0,0,2113,2020,1,17,2,2,У
9506,373,394,7.0,0,2113,2018,7,18,2,4,У
17240,1,818,9.0,0,2145,2020,1,23,1,3,Пр.П
25770,12,524,8.0,0,2145,2020,2,16,1,6,Пр.П
57791,119,459,8.0,0,2161,2020,9,29,1,5,Пр.Л
60617,115,836,11.0,0,2145,2020,9,27,2,4,Пр.П
49624,612,447,8.0,0,2161,2020,7,15,1,6,Пр.Л
70557,620,510,11.0,0,2161,2019,4,25,2,4,Пр.Л
4643,531,986,8.0,0,2113,2018,3,22,2,3,У
56832,12,10,10.0,0,2161,2020,8,19,1,4,Пр.Л
438,585,754,1515.0,1520,2097,2018,1,19,2,1,Суж
5120,648,178,14.0,0,2129,2018,3,21,2,17,П
62191,618,700,8.0,0,2145,2020,10,14,1,4,Пр.П
90126,645,684,10.0,0,2161,2021,1,30,1,3,Пр.Л
67937,93,901,8.0,0,2113,2019,3,20,2,2,У
85348,586,807,13.0,0,2065,2021,1,28,2,20,Р
46763,120,5,10.0,0,2145,2020,7,30,1,4,Пр.П
74669,542,966,9.0,0,2129,2019,7,26,2,9,П
13471,431,527,9.0,0,2129,2018,9,25,2,9,П
80548,50,351,8.0,0,2113,2019,12,18,2,2,У
23673,3,402,8.0,0,2161,2020,2,18,1,3,Пр.Л
35327,52,131,9.0,0,2161,2020,4,28,1,6,Пр.Л
49337,632,578,10.0,0,2161,2020,7,15,1,5,Пр.Л
39689,624,246,8.0,0,2145,2020,5,26,1,3,Пр.П
12258,611,419,1530.0,1520,2081,2018,8,3,2,5,Уш
7117,444,538,7.0,0,2113,2018,5,20,2,4,У
9558,451,977,7.0,0,2113,2018,7,19,2,6,У
66980,588,160,1529.0,1520,2081,2019,2,18,2,1,Уш
74881,621,93,11.0,0,2145,2019,7,24,2,5,Пр.П
90461,599,240,9.0,0,2129,2021,1,30,1,13,П
16703,440,549,9.0,0,2129,2018,12,17,2,3,П
24382,330,97,9.0,0,2161,2020,2,17,1,4,Пр.Л
97352,533,246,9.0,0,2161,2021,2,21,1,4,Пр.Л
58657,21,874,9.0,0,2129,2020,9,29,2,15,П
97939,255,751,1526.0,1520,2081,2021,2,22,1,4,Уш
10817,222,504,8.0,0,2113,2018,8,14,2,3,У
96814,464,431,1526.0,1520,2081,2021,2,21,1,5,Уш
100125,605,290,7.0,0,2129,2021,2,21,1,19,П
96261,581,207,8.0,0,2129,2021,2,21,1,20,П
84968,251,516,1529.0,1520,2081,2021,1,27,2,3,Уш
22177,111,331,8.0,0,2145,2020,2,22,1,4,Пр.П
88148,269,448,10.0,0,2161,2021,1,31,2,4,Пр.Л
57363,534,858,9.0,0,2145,2020,9,30,1,4,Пр.П
88434,281,823,1518.0,1520,2097,2021,1,31,1,2,Суж
58660,23,28,9.0,0,2129,2020,9,29,2,9,П
96432,413,382,8.0,0,2129,2021,2,21,1,12,П
41802,154,102,8.0,0,2161,2020,6,29,1,5,Пр.Л
82332,637,664,8.0,0,2161,2019,12,24,1,3,Пр.Л
74240,633,392,11.0,0,2145,2019,7,25,2,3,Пр.П
35062,638,355,8.0,0,2145,2020,4,12,1,4,Пр.П
40964,640,902,9.0,0,2161,2020,5,26,1,4,Пр.Л
59685,398,290,9.0,0,2161,2020,9,26,1,3,Пр.Л
42899,644,940,8.0,0,2145,2020,6,20,1,3,Пр.П
618,83,69,1529.0,1520,2081,2018,1,26,2,2,Уш
87141,438,437,1518.0,1520,2097,2021,1,30,1,3,Суж
34249,421,401,9.0,0,2145,2020,4,13,1,3,Пр.П
53012,599,575,9.0,0,2129,2020,8,31,2,17,П
16957,345,412,9.0,0,2129,2018,12,19,2,10,П
94909,597,183,1517.0,1520,2097,2021,2,20,1,4,Суж
32982,595,294,12.0,0,2145,2020,4,11,2,4,Пр.П
23127,585,708,9.0,0,2129,2020,2,23,2,11,П
70753,636,1005,1529.0,1520,2081,2019,4,24,2,1,Уш
55139,642,589,8.0,0,2161,2020,8,24,1,4,Пр.Л
32325,482,301,9.0,0,2161,2020,4,11,1,5,Пр.Л
1137,1,907,1530.0,1520,2081,2018,2,15,2,1,Уш
12769,366,320,8.0,0,2113,2018,9,20,2,11,У
39754,636,285,9.0,0,2161,2020,5,26,1,4,Пр.Л
13644,51,826,11.0,0,2065,2018,9,1,2,20,Р
16440,15,626,13.0,0,2113,2018,11,24,2,2,У
71583,252,708,7.0,0,2113,2019,5,24,2,2,У
77520,646,198,1530.0,1520,2081,2019,9,29,2,1,Уш
43195,577,284,8.0,0,2161,2020,6,26,1,3,Пр.Л
84707,197,699,1517.0,1520,2097,2021,1,27,1,4,Суж
89831,214,903,8.0,0,2129,2021,1,31,1,11,П
12557,25,1,1529.0,1520,2081,2018,9,27,2,2,Уш
54216,538,209,7.0,0,2113,2020,8,27,2,3,У
1060,639,274,20.0,24,2113,2018,1,22,2,24,У
62697,640,965,9.0,0,2129,2020,10,15,2,7,П
47021,94,627,7.0,0,2113,2020,7,30,2,2,У
39700,630,175,11.0,0,2065,2020,5,26,2,11,Р
6770,89,916,7.0,0,2113,2018,5,19,2,2,У
18353,544,491,10.0,0,2145,2020,1,24,1,6,Пр.П
91887,620,782,7.0,0,2129,2021,1,29,1,16,П
94530,54,176,1526.0,1520,2081,2021,2,19,1,9,Уш
84198,396,497,6.0,0,2113,2021,1,28,1,46,У
79125,162,82,11.0,0,2065,2019,12,22,2,20,Р
31880,183,82,8.0,0,2145,2020,4,10,1,4,Пр.П
12424,636,347,19.0,0,2065,2018,8,3,2,23,Р
82931,636,699,9.0,0,2161,2019,12,17,1,3,Пр.Л
67615,12,131,1530.0,1520,2081,2019,2,15,2,2,Уш
44966,44,139,10.0,0,2161,2020,6,12,1,6,Пр.Л
70358,150,855,7.0,0,2113,2019,4,27,2,9,У
4205,187,944,1529.0,1520,2081,2018,3,23,2,2,Уш
76267,614,156,17.0,0,2065,2019,8,19,2,26,Р
64257,26,988,8.0,0,2145,2020,12,30,1,3,Пр.П
38645,119,384,8.0,0,2145,2020,5,27,1,5,Пр.П
39625,613,587,8.0,0,2161,2020,5,26,1,6,Пр.Л
5019,38,254,8.0,0,2113,2018,3,14,2,5,У
73197,576,18,10.0,0,2129,2019,6,3,2,12,П
89270,304,393,1517.0,1520,2097,2021,1,31,1,4,Суж
36682,35,471,7.0,0,2113,2020,5,29,2,2,У
25620,646,56,8.0,0,2161,2020,2,26,1,6,Пр.Л
68171,179,376,9.0,0,2129,2019,3,20,2,14,П
81033,360,760,8.0,0,2161,2019,12,17,1,6,Пр.Л
62531,650,145,25.0,0,2065,2020,10,14,2,19,Р
79793,576,667,8.0,0,2145,2019,12,23,1,4,Пр.П
15753,520,788,11.0,0,2129,2018,11,24,2,8,П
88376,280,409,1517.0,1520,2097,2021,1,31,1,11,Суж
47845,636,501,8.0,0,2145,2020,7,14,1,6,Пр.П
38997,421,86,8.0,0,2145,2020,5,26,1,3,Пр.П
44102,614,200,8.0,0,2161,2020,6,22,1,4,Пр.Л
67368,430,463,10.0,0,2129,2019,2,21,2,17,П
39634,614,428,8.0,0,2161,2020,5,26,1,6,Пр.Л
61603,646,481,8.0,0,2161,2020,9,26,1,4,Пр.Л
35924,18,164,8.0,0,2161,2020,4,28,1,4,Пр.Л
50195,645,690,9.0,0,2145,2020,7,1,1,4,Пр.П
24141,163,334,9.0,0,2161,2020,2,18,1,3,Пр.Л
5112,647,705,12.0,0,2161,2018,3,21,2,6,Пр.Л
58230,569,990,9.0,0,2161,2020,9,30,1,3,Пр.Л
46436,272,464,7.0,0,2113,2020,7,30,2,2,У
96950,483,391,9.0,0,2129,2021,2,21,1,20,П
63616,21,787,10.0,0,2161,2020,11,18,1,5,Пр.Л
70551,613,525,1529.0,1520,2081,2019,4,25,2,2,Уш
62510,648,496,8.0,0,2161,2020,10,14,1,4,Пр.Л
3699,510,935,7.0,87,2113,2018,3,18,2,2,У
44027,53,825,9.0,0,2145,2020,6,27,1,5,Пр.П
96766,461,292,1525.0,1520,2081,2021,2,21,1,2,Уш
69962,452,457,9.0,0,2129,2019,4,23,2,20,П
17520,72,230,9.0,0,2145,2020,1,23,1,5,Пр.П
46364,527,582,8.0,0,2161,2020,7,31,1,3,Пр.Л
5937,99,562,8.0,0,2113,2018,4,18,2,4,У
41020,646,127,9.0,0,2145,2020,5,26,1,3,Пр.П
45112,646,111,8.0,0,2145,2020,6,30,1,5,Пр.П
12547,22,18,9.0,0,2129,2018,9,27,2,16,П
81644,612,46,8.0,0,2145,2019,12,17,1,3,Пр.П
90822,41,839,7.0,0,2129,2021,1,31,1,18,П
83946,323,194,1530.0,1520,2081,2021,1,28,1,15,Уш
85871,37,101,1526.0,1520,2081,2021,1,27,1,2,Уш
11567,96,838,7.0,0,2113,2018,8,7,2,2,У
67460,585,14,9.0,0,2129,2019,2,20,2,16,П
81630,611,697,8.0,0,2161,2019,12,17,1,4,Пр.Л
51462,440,629,9.0,0,2145,2020,8,31,1,3,Пр.П
88852,293,56,1517.0,1520,2097,2021,1,31,1,8,Суж
65566,370,72,7.0,0,2113,2019,1,20,2,7,У
26721,116,636,7.0,0,2113,2020,3,24,2,3,У
14598,218,63,7.0,0,2113,2018,10,23,2,3,У
37913,604,59,9.0,0,2145,2020,5,30,1,3,Пр.П
51711,271,791,8.0,0,2113,2020,8,30,2,2,У
73982,389,57,7.0,6,2113,2019,7,23,2,3,У
53032,600,747,7.0,0,2113,2020,8,31,2,2,У
92457,484,798,12.0,0,2067,2021,2,20,1,12,Рст
36832,110,328,8.0,0,2145,2020,5,29,1,4,Пр.П
79173,177,546,9.0,0,2161,2019,12,22,1,4,Пр.Л
6559,642,590,10.0,0,2113,2018,4,25,2,4,У
28744,187,942,7.0,0,2113,2020,3,28,2,2,У
15466,26,283,17.0,0,2065,2018,11,24,2,27,Р
38721,162,826,8.0,0,2161,2020,5,27,1,4,Пр.Л
30830,19,591,10.0,0,2145,2020,3,17,1,4,Пр.П
47441,604,134,9.0,0,2161,2020,7,1,1,4,Пр.Л
84037,357,608,8.0,0,2129,2021,1,28,1,18,П
8213,372,597,7.0,0,2113,2018,6,18,2,2,У
62361,639,551,8.0,0,2161,2020,10,14,1,4,Пр.Л
70163,598,130,1515.0,1520,2097,2019,4,23,2,2,Суж
92149,416,893,1525.0,1520,2081,2021,2,20,1,2,Уш
27218,399,844,9.0,0,2145,2020,3,25,1,4,Пр.П
35370,611,125,11.0,0,2161,2020,4,12,2,3,Пр.Л
33969,256,197,9.0,0,2161,2020,4,14,1,3,Пр.Л
75128,25,942,7.0,0,2129,2019,8,27,1,6,П
70720,24,181,1535.0,1520,2081,2019,4,29,2,2,Уш
31384,1,225,12.0,0,2161,2020,4,10,1,5,Пр.Л
29186,452,120,10.0,0,2161,2020,3,27,1,4,Пр.Л
60284,645,449,9.0,0,2145,2020,9,25,1,4,Пр.П
54071,484,616,10.0,0,2145,2020,8,27,1,5,Пр.П
23346,624,298,8.0,0,2145,2020,2,25,1,4,Пр.П
55455,612,491,9.0,0,2145,2020,8,27,1,4,Пр.П
40628,19,828,10.0,0,2145,2020,5,29,1,4,Пр.П
67629,18,388,13.0,0,2129,2019,2,15,2,6,П
44914,42,47,9.0,0,2129,2020,6,27,2,11,П
43421,485,619,8.0,0,2145,2020,6,26,1,6,Пр.П
26191,645,618,9.0,0,2161,2020,2,26,1,4,Пр.Л
44298,639,147,8.0,0,2161,2020,6,22,1,6,Пр.Л
265,319,1006,9.0,0,2129,2018,1,29,2,15,П
89466,317,318,1518.0,1520,2097,2021,1,31,1,10,Суж
55341,601,45,10.0,0,2129,2020,8,27,2,4,П
67718,16,411,8.0,0,2113,2019,3,20,2,2,У
3896,592,474,7.0,0,2113,2018,3,18,2,2,У
79132,163,426,1529.0,1520,2081,2019,12,22,2,4,Уш
1910,16,116,1529.0,1520,2081,2018,2,28,2,3,Уш
6667,645,369,9.0,0,2129,2018,4,26,2,10,П
11425,54,216,11.0,0,2065,2018,8,7,2,20,Р
51447,426,981,7.0,0,2113,2020,8,31,2,2,У
63709,286,21,9.0,0,2129,2020,12,30,2,15,П
35555,637,9,9.0,0,2145,2020,4,12,1,6,Пр.П
100291,36,479,8.0,0,2129,2021,2,15,1,17,П
8296,536,412,9.0,0,2129,2018,6,19,2,11,П
21691,647,913,9.0,0,2161,2020,1,28,1,3,Пр.Л
93970,187,930,10.0,0,2065,2021,2,19,1,18,Р
42519,481,413,8.0,0,2161,2020,6,30,1,4,Пр.Л
97055,502,87,1525.0,1520,2081,2021,2,21,1,3,Уш
69430,522,880,7.0,0,2113,2019,3,22,2,3,У
7209,532,881,8.0,0,2113,2018,5,20,2,3,У
68780,552,878,9.0,0,2113,2019,3,20,2,5,У
876,561,451,11.0,0,2145,2018,1,23,2,3,Пр.П
63563,18,147,11.0,0,2145,2020,11,18,1,3,Пр.П
22387,249,424,8.0,0,2145,2020,2,22,1,6,Пр.П
7726,612,48,11.0,0,2145,2018,5,23,2,4,Пр.П
41261,507,300,7.0,0,2113,2020,6,30,2,2,У
23805,24,934,19.0,0,2065,2020,2,18,2,24,Р
5038,45,622,11.0,0,2145,2018,3,14,2,6,Пр.П
31540,17,494,9.0,0,2129,2020,4,10,2,12,П
19370,161,853,8.0,0,2145,2020,1,19,1,3,Пр.П
79999,604,56,8.0,0,2145,2019,12,23,1,3,Пр.П
20696,51,614,8.0,0,2161,2020,1,16,1,4,Пр.Л
39089,483,467,9.0,0,2161,2020,5,26,1,4,Пр.Л
83718,291,406,1518.0,1520,2097,2021,1,27,1,2,Суж
474,601,159,1515.0,1520,2097,2018,1,19,2,4,Суж
81726,621,318,9.0,0,2145,2019,12,13,1,4,Пр.П
84166,390,286,1526.0,1520,2081,2021,1,28,1,9,Уш
54727,183,140,11.0,0,2161,2020,8,28,2,4,Пр.Л
35755,11,611,1530.0,1520,2081,2020,4,29,2,1,Уш
44446,649,492,9.0,0,2145,2020,6,22,1,4,Пр.П
90100,642,271,10.0,0,2129,2021,1,30,2,19,П
7448,5,438,1530.0,1520,2081,2018,5,31,2,1,Уш
90557,4,6,1528.0,1520,2081,2021,1,31,1,2,Уш
95350,29,578,1527.0,1520,2081,2021,2,19,1,2,Уш
10513,17,493,13.0,0,2129,2018,7,24,2,12,П
70125,586,313,1515.0,1520,2097,2019,4,23,2,2,Суж
48633,541,545,9.0,0,2129,2020,7,27,2,17,П
15054,605,251,9.0,0,2113,2018,10,21,2,3,У
66724,287,180,9.0,0,2129,2019,2,16,2,18,П
70497,575,763,7.0,0,2113,2019,4,25,2,2,У
86077,110,271,7.0,0,2129,2021,1,27,1,6,П
19161,50,548,8.0,0,2161,2020,1,19,1,4,Пр.Л
66052,334,697,10.0,0,2113,2019,1,22,2,4,У
76806,604,984,1515.0,1520,2097,2019,9,13,2,1,Суж
80305,647,801,8.0,0,2145,2019,12,12,1,4,Пр.П
3565,440,132,7.0,0,2113,2018,3,18,2,4,У
92937,312,922,8.0,0,2129,2021,2,19,1,10,П
92265,429,337,1526.0,1520,2081,2021,2,20,1,3,Уш
73814,256,419,7.0,0,2113,2019,7,22,2,3,У
64244,24,449,11.0,0,2129,2020,12,30,2,16,П
28501,53,164,9.0,0,2145,2020,3,28,1,6,Пр.П
75644,82,468,7.0,0,2113,2019,8,20,2,4,У
33327,642,750,10.0,0,2145,2020,4,11,1,4,Пр.П
38149,642,848,9.0,0,2145,2020,5,25,1,4,Пр.П
73049,355,424,9.0,0,2129,2019,6,3,2,18,П
5904,94,128,7.0,0,2113,2018,4,18,2,3,У
84172,391,456,8.0,0,2161,2021,1,28,1,5,Пр.Л
10849,255,967,7.0,0,2113,2018,8,14,2,3,У
76677,575,644,7.0,0,2113,2019,9,13,2,2,У
31265,645,449,11.0,0,2145,2020,3,26,2,5,Пр.П
91003,115,829,17.0,0,2065,2021,1,31,2,38,Р
73008,296,535,9.0,0,2129,2019,6,4,2,11,П
29938,632,232,8.0,0,2145,2020,3,27,1,4,Пр.П
43248,586,744,8.0,0,2161,2020,6,26,1,4,Пр.Л
56728,632,695,8.0,0,2161,2020,8,27,1,6,Пр.Л
95368,38,431,1527.0,1520,2081,2021,2,19,1,9,Уш
97598,365,256,10.0,0,2161,2021,2,21,1,5,Пр.Л
57934,181,918,9.0,0,2161,2020,9,29,1,4,Пр.Л
99297,64,412,1525.0,1520,2081,2021,2,22,1,2,Уш
49848,2,65,12.0,0,2145,2020,7,28,1,6,Пр.П
64987,26,256,17.0,0,2065,2020,12,29,2,37,Р
76140,36,46,8.0,0,2113,2019,8,16,2,2,У
2687,631,804,9.0,0,2113,2018,2,22,2,2,У
94184,222,86,1528.0,1520,2081,2021,2,19,2,18,Уш
25964,619,13,8.0,0,2161,2020,2,17,1,3,Пр.Л
16400,26,737,10.0,0,2113,2018,11,24,2,2,У
35700,647,533,8.0,0,2145,2020,4,12,1,5,Пр.П
61074,649,542,8.0,0,2145,2020,9,25,1,3,Пр.П
40716,612,565,8.0,0,2145,2020,5,26,1,6,Пр.П
1566,444,601,9.0,0,2129,2018,2,16,2,14,П
39620,613,465,8.0,0,2145,2020,5,26,1,5,Пр.П
73566,83,62,1529.0,1520,2081,2019,7,22,2,4,Уш
48305,586,562,8.0,0,2145,2020,7,27,1,4,Пр.П
4498,421,375,8.0,0,2113,2018,3,22,2,3,У
72829,75,134,7.0,0,2113,2019,6,4,2,2,У
62136,21,942,10.0,0,2145,2020,9,20,1,4,Пр.П
38650,119,914,8.0,0,2145,2020,5,27,1,4,Пр.П
50532,624,207,1512.0,1520,2097,2020,7,1,2,3,Суж
19018,5,451,9.0,0,2113,2020,1,19,2,2,У
58364,595,364,9.0,0,2145,2020,9,30,1,6,Пр.П
11758,298,382,8.0,0,2113,2018,8,7,2,2,У
89867,230,657,1525.0,1520,2081,2021,1,31,1,7,Уш
51617,531,641,8.0,0,2145,2020,8,31,1,3,Пр.П
72953,187,407,9.0,0,2129,2019,6,4,2,14,П
100640,645,61,8.0,0,2129,2021,2,20,1,14,П
63882,163,460,9.0,0,2145,2020,12,30,1,3,Пр.П
30640,647,451,9.0,0,2145,2020,3,26,1,5,Пр.П
56074,612,439,8.0,0,2161,2020,8,31,1,4,Пр.Л
101472,627,685,1527.0,1520,2081,2021,2,21,1,3,Уш
35556,637,9,8.0,0,2161,2020,4,12,1,6,Пр.Л
47527,455,521,9.0,0,2129,2020,7,31,2,11,П
40483,12,190,12.0,0,2145,2020,5,29,1,3,Пр.П
62140,22,295,8.0,0,2145,2020,9,20,1,5,Пр.П
14712,338,139,9.0,0,2129,2018,10,22,2,18,П
50046,35,388,8.0,0,2145,2020,7,28,1,6,Пр.П
75968,572,288,9.0,0,2129,2019,8,19,2,14,П
74452,249,481,1529.0,1520,2081,2019,7,24,2,2,Уш
46039,17,954,10.0,0,2145,2020,6,12,1,3,Пр.П
89665,181,942,11.0,0,2065,2021,1,31,1,24,Р
73945,322,410,1529.0,1520,2081,2019,7,23,2,4,Уш
100138,609,790,7.0,0,2129,2021,2,21,1,15,П
33693,53,170,10.0,0,2145,2020,4,14,1,6,Пр.П
32387,490,325,8.0,0,2145,2020,4,11,1,4,Пр.П
25253,1,729,10.0,0,2145,2020,2,16,1,5,Пр.П
74803,632,667,10.0,0,2129,2019,7,26,2,19,П
89736,189,455,1526.0,1520,2081,2021,1,31,1,3,Уш
91846,612,942,7.0,0,2129,2021,1,29,1,20,П
21974,26,1017,11.0,0,2161,2020,2,22,2,6,Пр.Л
66276,599,247,10.0,0,2129,2019,1,22,2,7,П
77980,522,304,7.0,0,2113,2019,10,25,2,2,У
30098,647,700,10.0,0,2161,2020,3,27,1,3,Пр.Л
22162,109,332,8.0,0,2145,2020,2,22,1,3,Пр.П
8950,649,383,25.0,0,2161,2018,6,22,3,4,Пр.Л
71464,57,443,8.0,0,2113,2019,5,25,2,8,У
23243,605,724,10.0,0,2145,2020,2,23,1,4,Пр.П
91952,630,461,14.0,0,2065,2021,1,29,1,23,Р
78932,72,542,7.0,0,2113,2019,12,22,2,2,У
19696,399,929,8.0,0,2161,2020,1,17,1,5,Пр.Л
44246,633,208,7.0,0,2113,2020,6,22,2,3,У
16280,543,967,9.0,0,2129,2018,11,18,2,13,П
17394,19,765,8.0,0,2161,2020,1,23,1,3,Пр.Л
34988,630,72,9.0,0,2161,2020,4,12,1,3,Пр.Л
89222,303,33,1517.0,1520,2097,2021,1,31,1,4,Суж
59364,483,477,10.0,0,2145,2020,9,26,1,5,Пр.П
94215,224,716,1518.0,1520,2097,2021,2,19,1,5,Суж
42763,630,402,11.0,0,2065,2020,6,20,2,16,Р
8191,356,414,8.0,0,2113,2018,6,18,2,4,У
31494,12,550,9.0,0,2161,2020,4,10,1,4,Пр.Л
48690,337,150,8.0,0,2113,2020,7,27,2,4,У
91344,620,184,7.0,0,2129,2021,1,29,1,19,П
28423,24,394,9.0,0,2161,2020,3,28,1,5,Пр.Л
28416,20,265,8.0,0,2145,2020,3,28,1,6,Пр.П
28189,647,114,8.0,0,2161,2020,3,25,1,5,Пр.Л
29875,620,968,8.0,0,2161,2020,3,27,1,5,Пр.Л
81864,641,778,8.0,0,2145,2019,12,13,1,3,Пр.П
67007,611,347,1532.0,1520,2081,2019,2,18,2,8,Уш
93431,394,822,7.0,0,2113,2021,2,20,1,60,У
89815,204,638,1518.0,1520,2097,2021,1,31,1,5,Суж
50043,28,230,10.0,0,2145,2020,7,28,1,3,Пр.П
72003,637,324,14.0,0,2161,2019,5,21,2,3,Пр.Л
76912,25,887,6.0,0,2129,2019,9,18,1,3,П
100908,632,669,8.0,0,2129,2021,2,20,1,14,П
57128,545,876,8.0,0,2161,2020,9,30,1,3,Пр.Л
28049,637,772,9.0,0,2145,2020,3,25,1,5,Пр.П
4624,509,698,8.0,0,2113,2018,3,22,2,9,У
82656,18,346,8.0,0,2145,2019,12,22,1,6,Пр.П
65411,117,639,18.0,0,2065,2019,1,19,2,34,Р
67292,333,89,7.0,0,2113,2019,2,21,2,3,У
44062,71,594,7.0,0,2113,2020,6,27,2,2,У
42004,84,972,8.0,0,2161,2020,6,29,1,3,Пр.Л
67217,252,762,9.0,0,2129,2019,2,22,2,10,П
11504,91,155,10.0,0,2113,2018,8,7,2,14,У
66858,410,237,7.0,0,2113,2019,2,17,2,2,У
40824,625,493,7.0,0,2113,2020,5,26,2,2,У
79503,457,390,7.0,0,2113,2019,12,23,2,2,У
79375,323,193,12.0,0,2145,2019,12,23,2,3,Пр.П
6138,367,629,7.0,0,2113,2018,4,17,2,2,У
29349,532,92,10.0,0,2161,2020,3,27,1,5,Пр.Л
39864,645,737,9.0,0,2161,2020,5,26,1,5,Пр.Л
3656,501,613,7.0,0,2113,2018,3,18,2,3,У
29065,380,811,8.0,0,2113,2020,3,27,2,3,У
94938,442,24,1525.0,1520,2081,2021,2,20,1,3,Уш
21396,623,84,9.0,0,2129,2020,1,17,2,17,П
72937,170,3,7.0,0,2113,2019,6,4,2,3,У
70088,574,328,9.0,0,2129,2019,4,23,2,18,П
63684,264,949,8.0,0,2113,2020,12,30,2,15,У
68293,271,999,8.0,0,2113,2019,3,20,2,2,У
66648,175,627,7.0,0,2113,2019,2,16,2,2,У
18619,604,158,9.0,0,2161,2020,1,24,1,5,Пр.Л
84199,396,727,7.0,0,2113,2021,1,28,1,189,У
43107,561,943,9.0,0,2145,2020,6,26,1,4,Пр.П
87722,339,60,7.0,0,2129,2021,1,30,1,16,П
98383,318,356,1527.0,1520,2081,2021,2,22,2,5,Уш
81854,640,909,8.0,0,2145,2019,12,13,1,5,Пр.П
9555,449,419,7.0,0,2113,2018,7,19,2,2,У
59288,450,966,8.0,0,2113,2020,9,26,2,12,У
42050,99,334,11.0,0,2129,2020,6,29,2,16,П
11199,580,176,8.0,0,2113,2018,8,3,2,4,У
57403,263,210,7.0,0,2113,2020,9,29,2,2,У
11589,101,550,9.0,0,2129,2018,8,7,2,3,П
