,КМ,М,АМПЛИТУДА,HOPMA,КОДОТСТУП,ГОД,МЕСЯЦ,ДЕНЬ,СТЕПЕНЬ,ДЛИНА,ОТСТУПЛЕНИЕ
68239,249,668,10.0,0,2129,2019,3,20,2,10,П
72882,130,873,8.0,0,2113,2019,6,4,2,3,У
95477,610,44,1516.0,1520,2097,2021,2,22,1,4,Суж
32347,483,911,9.0,0,2145,2020,4,11,1,3,Пр.П
26202,646,88,8.0,0,2145,2020,2,26,1,4,Пр.П
3737,528,39,7.0,0,2113,2018,3,18,2,4,У
37801,586,858,8.0,0,2145,2020,5,30,1,3,Пр.П
89940,250,586,14.0,0,2065,2021,1,31,1,31,Р
49204,614,109,9.0,0,2145,2020,7,15,1,5,Пр.П
83880,312,814,1517.0,1520,2097,2021,1,27,1,9,Суж
98975,231,825,8.0,0,2145,2021,2,22,1,4,Пр.П
29422,549,872,7.0,0,2113,2020,3,27,2,2,У
94435,249,206,1517.0,1520,2097,2021,2,19,1,7,Суж
9293,115,712,7.0,0,2113,2018,7,17,2,3,У
36722,58,889,7.0,0,2113,2020,5,29,2,3,У
8257,462,896,7.0,0,2113,2018,6,18,2,2,У
15610,241,100,7.0,0,2113,2018,11,24,2,2,У
29231,483,556,8.0,0,2145,2020,3,27,1,4,Пр.П
76738,591,620,8.0,0,2113,2019,9,13,2,4,У
63934,181,662,10.0,0,2145,2020,12,30,1,5,Пр.П
58621,17,423,9.0,0,2145,2020,9,29,1,4,Пр.П
33331,642,814,10.0,0,2145,2020,4,11,1,6,Пр.П
53914,419,602,8.0,0,2145,2020,8,27,1,3,Пр.П
3221,286,112,8.0,0,2113,2018,3,17,2,6,У
56454,643,623,8.0,0,2145,2020,8,27,1,4,Пр.П
99074,51,1032,9.0,0,2129,2021,2,22,1,14,П
97442,320,637,1530.0,1520,2081,2021,2,21,1,4,Уш
67840,53,169,7.0,0,2113,2019,3,20,2,2,У
92828,296,222,17.0,0,2065,2021,2,19,2,28,Р
20770,614,22,9.0,0,2129,2020,1,25,2,20,П
87161,441,922,7.0,0,2129,2021,1,30,1,20,П
8633,330,91,8.0,0,2113,2018,6,20,2,2,У
49110,52,228,8.0,0,2145,2020,7,28,1,4,Пр.П
79597,484,413,9.0,0,2145,2019,12,23,1,4,Пр.П
46824,161,906,9.0,0,2145,2020,7,30,1,6,Пр.П
96244,578,984,10.0,0,2129,2021,2,21,2,3,П
46342,518,313,9.0,0,2161,2020,7,31,1,3,Пр.Л
41639,399,914,9.0,0,2161,2020,6,30,1,3,Пр.Л
73321,649,396,36.0,0,2065,2019,6,8,3,24,Р
62098,20,583,8.0,0,2161,2020,9,20,1,3,Пр.Л
25621,646,56,10.0,0,2145,2020,2,26,1,6,Пр.П
94794,581,753,7.0,0,2129,2021,2,20,1,16,П
63653,24,313,12.0,0,2161,2020,11,18,1,3,Пр.Л
65505,282,691,7.0,0,2113,2019,1,20,2,2,У
74087,533,355,9.0,0,2129,2019,7,23,2,7,П
52507,83,61,1530.0,1520,2081,2020,8,30,2,5,Уш
97482,327,368,1529.0,1520,2081,2021,2,21,2,6,Уш
65610,411,34,7.0,0,2113,2019,1,20,2,3,У
59681,398,93,9.0,0,2161,2020,9,26,1,4,Пр.Л
42168,562,76,9.0,0,2145,2020,6,30,1,6,Пр.П
2514,561,782,12.0,0,2129,2018,2,22,2,10,П
78428,535,156,9.0,0,2129,2019,10,18,2,18,П
35134,645,511,8.0,0,2161,2020,4,12,1,5,Пр.Л
13868,23,68,9.0,0,2129,2018,10,17,2,15,П
47654,15,997,8.0,0,2145,2020,7,30,1,3,Пр.П
57222,484,22,8.0,0,2161,2020,9,30,1,4,Пр.Л
54246,319,679,9.0,0,2145,2020,8,27,1,3,Пр.П
13073,610,305,1531.0,1520,2081,2018,9,21,2,4,Уш
30061,645,181,10.0,0,2145,2020,3,27,1,4,Пр.П
27876,611,275,10.0,0,2161,2020,3,25,1,3,Пр.Л
25004,635,303,10.0,0,2161,2020,2,27,1,4,Пр.Л
45358,622,191,9.0,0,2161,2020,6,30,1,6,Пр.Л
51460,438,265,7.0,0,2113,2020,8,31,2,3,У
28622,119,419,9.0,0,2161,2020,3,28,1,4,Пр.Л
43838,123,680,8.0,0,2161,2020,6,27,1,4,Пр.Л
100570,51,822,9.0,0,2145,2021,2,15,1,6,Пр.П
19915,531,716,8.0,0,2145,2020,1,17,1,6,Пр.П
82761,613,644,11.0,0,2129,2019,12,17,2,18,П
60104,618,826,9.0,0,2161,2020,9,25,1,4,Пр.Л
38410,12,48,8.0,0,2145,2020,5,27,1,3,Пр.П
97197,510,415,1525.0,1520,2081,2021,2,21,1,3,Уш
89171,301,341,1518.0,1520,2097,2021,1,31,1,3,Суж
39971,3,932,10.0,0,2145,2020,5,29,1,5,Пр.П
18331,529,1024,8.0,0,2145,2020,1,24,1,4,Пр.П
12330,12,5,1529.0,1520,2081,2018,8,13,2,1,Уш
92549,517,761,1526.0,1520,2081,2021,2,20,1,2,Уш
7794,41,237,12.0,0,2145,2018,5,18,2,4,Пр.П
50177,645,208,8.0,0,2161,2020,7,1,1,3,Пр.Л
76606,522,833,11.0,0,2145,2019,9,13,2,4,Пр.П
43287,419,343,8.0,0,2145,2020,6,26,1,3,Пр.П
38436,17,975,8.0,0,2145,2020,5,27,1,5,Пр.П
7067,411,57,7.0,0,2113,2018,5,20,2,6,У
63317,35,876,8.0,0,2161,2020,11,18,1,4,Пр.Л
6177,387,158,9.0,0,2113,2018,4,17,2,4,У
41827,163,461,11.0,0,2145,2020,6,29,2,3,Пр.П
29256,484,635,8.0,0,2145,2020,3,27,1,4,Пр.П
99279,63,754,9.0,0,2145,2021,2,22,2,3,Пр.П
78273,83,162,1529.0,1520,2081,2019,10,30,2,3,Уш
11193,577,829,7.0,0,2113,2018,8,3,2,3,У
12717,268,53,7.0,0,2113,2018,9,28,2,2,У
28323,6,463,8.0,0,2113,2020,3,28,2,3,У
69608,641,600,11.0,0,2129,2019,3,6,2,13,П
3282,324,170,8.0,22,2113,2018,3,18,2,4,У
70150,594,33,1515.0,1520,2097,2019,4,23,2,2,Суж
33369,646,197,10.0,0,2145,2020,4,11,1,4,Пр.П
48160,561,988,9.0,0,2145,2020,7,27,1,6,Пр.П
66566,95,174,7.0,0,2113,2019,2,16,2,2,У
60879,40,919,7.0,0,2113,2020,9,20,2,2,У
10602,1,944,1530.0,1520,2081,2018,8,14,2,12,Уш
31341,648,20,11.0,0,2161,2020,3,26,2,3,Пр.Л
50286,648,185,8.0,0,2145,2020,7,15,1,4,Пр.П
43917,163,205,8.0,0,2145,2020,6,27,1,5,Пр.П
51019,636,626,10.0,0,2161,2020,7,27,1,3,Пр.Л
16344,609,759,8.0,0,2113,2018,11,18,2,2,У
83777,296,523,7.0,0,2161,2021,1,27,1,3,Пр.Л
87965,396,4,9.0,0,2065,2021,1,30,1,16,Р
29413,544,779,8.0,0,2161,2020,3,27,1,6,Пр.Л
46895,188,308,9.0,0,2161,2020,7,30,1,4,Пр.Л
96321,586,31,7.0,0,2129,2021,2,21,1,18,П
100192,109,307,8.0,0,2129,2021,2,22,1,17,П
28396,18,80,9.0,0,2129,2020,3,28,2,18,П
9700,584,978,7.0,0,2113,2018,7,19,2,2,У
82515,11,577,9.0,0,2145,2019,12,22,1,6,Пр.П
39243,543,418,7.0,0,2113,2020,5,26,2,2,У
69983,482,593,1515.0,1520,2097,2019,4,23,2,1,Суж
82182,614,13,9.0,0,2161,2019,12,23,1,3,Пр.Л
88939,294,636,1517.0,1520,2097,2021,1,31,1,2,Суж
78390,461,507,7.0,0,2113,2019,10,18,2,4,У
35266,4,76,12.0,0,2145,2020,4,28,1,5,Пр.П
83348,483,676,11.0,0,2145,2021,1,28,1,5,Пр.П
20940,645,308,8.0,0,2145,2020,1,25,1,6,Пр.П
88344,278,124,1518.0,1520,2097,2021,1,31,1,8,Суж
23240,604,158,8.0,0,2161,2020,2,23,1,5,Пр.Л
24451,412,918,7.0,0,2113,2020,2,17,2,5,У
46347,519,281,9.0,0,2129,2020,7,31,2,19,П
45962,12,324,10.0,0,2161,2020,6,12,1,4,Пр.Л
54531,116,24,14.0,0,2161,2020,8,28,2,3,Пр.Л
58106,621,134,7.0,0,2113,2020,9,24,2,2,У
93022,323,190,12.0,0,2065,2021,2,20,1,12,Рст
51668,263,833,7.0,0,2113,2020,8,30,2,2,У
17376,17,508,8.0,0,2161,2020,1,23,1,4,Пр.Л
38819,278,37,8.0,0,2161,2020,5,27,1,4,Пр.Л
28811,269,538,8.0,0,2145,2020,3,28,1,3,Пр.П
1387,341,821,7.0,0,2113,2018,2,16,2,2,У
42742,51,825,8.0,0,2161,2020,6,29,1,5,Пр.Л
12898,535,312,14.0,0,2145,2018,9,21,2,3,Пр.П
4221,250,390,12.0,0,2145,2018,3,23,2,6,Пр.П
76626,547,97,9.0,0,2129,2019,9,13,2,4,П
21592,639,618,8.0,0,2161,2020,1,17,1,6,Пр.Л
76683,576,852,1515.0,1520,2097,2019,9,13,2,3,Суж
17919,276,9,8.0,0,2113,2020,1,23,2,2,У
64242,24,308,8.0,0,2145,2020,12,30,1,3,Пр.П
51858,316,158,9.0,0,2129,2020,8,30,2,9,П
80392,4,16,8.0,0,2145,2019,12,18,1,4,Пр.П
43920,163,324,8.0,0,2161,2020,6,27,1,3,Пр.Л
9887,84,700,7.0,0,2113,2018,7,20,2,3,У
58072,75,363,9.0,0,2161,2020,9,29,1,3,Пр.Л
86388,551,161,1517.0,1520,2097,2021,1,30,1,14,Суж
95199,15,727,7.0,0,2129,2021,2,19,1,18,П
63538,17,392,8.0,0,2145,2020,11,18,1,3,Пр.П
75460,574,493,10.0,0,2129,2019,8,9,2,16,П
35736,649,900,9.0,0,2145,2020,4,12,1,5,Пр.П
45352,622,27,8.0,0,2145,2020,6,30,1,5,Пр.П
55222,649,435,10.0,0,2145,2020,8,24,1,5,Пр.П
49176,82,558,8.0,0,2145,2020,7,28,1,4,Пр.П
49716,603,560,8.0,0,2145,2020,7,27,1,3,Пр.П
29537,580,122,8.0,0,2145,2020,3,27,1,4,Пр.П
94671,620,857,1516.0,1520,2097,2021,2,22,1,5,Суж
24075,142,187,8.0,0,2145,2020,2,18,1,4,Пр.П
51683,269,231,8.0,0,2145,2020,8,30,1,3,Пр.П
17339,15,63,9.0,0,2145,2020,1,23,1,3,Пр.П
64798,119,927,8.0,0,2145,2020,12,29,1,5,Пр.П
52702,560,690,11.0,0,2129,2020,8,31,2,17,П
53769,569,261,10.0,0,2161,2020,8,27,1,3,Пр.Л
6187,397,417,7.0,0,2113,2018,4,17,2,2,У
31774,118,633,8.0,0,2161,2020,4,10,1,5,Пр.Л
89497,319,479,20.0,0,2065,2021,1,31,1,39,Р
4891,616,264,8.0,-6,2113,2018,3,22,2,10,У
82687,19,921,9.0,0,2145,2019,12,22,1,4,Пр.П
12176,646,131,11.0,0,2161,2018,8,4,2,3,Пр.Л
66762,323,161,12.0,0,2145,2019,2,17,2,6,Пр.П
54153,523,435,9.0,0,2129,2020,8,27,2,4,П
19516,296,530,8.0,0,2161,2020,1,19,1,3,Пр.Л
1165,29,554,8.0,0,2113,2018,2,15,2,3,У
80418,7,444,10.0,0,2145,2019,12,18,1,3,Пр.П
21815,10,392,8.0,0,2161,2020,2,22,1,5,Пр.Л
78086,589,370,1515.0,1520,2097,2019,10,25,2,1,Суж
63032,649,702,12.0,0,2145,2020,10,17,1,3,Пр.П
16305,573,941,1515.0,1520,2097,2018,11,18,2,3,Суж
37546,517,792,9.0,0,2161,2020,5,30,1,4,Пр.Л
7890,12,87,16.0,0,2161,2018,5,18,2,3,Пр.Л
41858,181,573,8.0,0,2145,2020,6,29,1,3,Пр.П
68504,363,620,7.0,0,2113,2019,3,20,2,2,У
51344,24,113,9.0,0,2145,2020,7,26,1,5,Пр.П
66021,296,713,7.0,0,2113,2019,1,25,2,2,У
44367,645,444,10.0,0,2161,2020,6,22,1,5,Пр.Л
190,249,655,11.0,0,2129,2018,1,29,2,18,П
3786,544,503,7.0,0,2113,2018,3,18,2,4,У
74198,604,58,11.0,0,2145,2019,7,24,2,3,Пр.П
67023,631,928,23.0,0,2065,2019,2,18,2,31,Р
96307,585,312,1526.0,1520,2081,2021,2,21,1,6,Уш
80208,642,711,8.0,0,2145,2019,12,12,1,4,Пр.П
66364,26,767,10.0,0,2113,2019,1,26,2,7,У
4492,420,612,8.0,0,2113,2018,3,22,2,14,У
33524,4,91,9.0,0,2145,2020,4,14,1,6,Пр.П
14001,174,832,7.0,0,2113,2018,10,17,2,2,У
73555,71,713,7.0,0,2113,2019,7,22,2,2,У
10406,43,85,8.0,0,2113,2018,7,24,2,3,У
81616,608,550,9.0,0,2145,2019,12,17,1,4,Пр.П
99301,64,522,1525.0,1520,2081,2021,2,22,1,4,Уш
1824,610,298,27.0,0,2065,2018,2,16,2,21,Р
65934,221,909,7.0,0,2113,2019,1,25,2,2,У
63235,19,609,12.0,0,2161,2020,10,13,2,4,Пр.Л
72922,152,944,17.0,0,2065,2019,6,4,2,28,Р
25725,649,913,8.0,0,2145,2020,2,26,1,4,Пр.П
2527,563,223,9.0,0,2129,2018,2,22,2,16,П
22200,118,473,8.0,0,2145,2020,2,22,1,4,Пр.П
29268,485,181,8.0,0,2161,2020,3,27,1,3,Пр.Л
63447,12,47,10.0,0,2161,2020,11,18,1,6,Пр.Л
21929,23,517,10.0,0,2129,2020,2,22,2,13,П
79615,484,857,10.0,0,2161,2019,12,23,1,3,Пр.Л
18473,580,173,8.0,0,2145,2020,1,24,1,4,Пр.П
76375,52,118,7.0,0,2113,2019,9,12,2,2,У
67626,18,116,1531.0,1520,2081,2019,2,15,2,3,Уш
34910,613,526,1529.0,1520,2081,2020,4,12,2,4,Уш
22693,366,368,8.0,0,2161,2020,2,23,1,4,Пр.Л
77024,125,885,8.0,0,2113,2019,9,18,2,4,У
25687,647,581,8.0,0,2161,2020,2,26,1,4,Пр.Л
50796,647,528,9.0,0,2145,2020,7,27,1,4,Пр.П
44302,639,310,9.0,0,2145,2020,6,22,1,5,Пр.П
23155,588,188,10.0,0,2161,2020,2,23,1,3,Пр.Л
43238,586,550,9.0,0,2161,2020,6,26,1,5,Пр.Л
41455,306,202,8.0,0,2145,2020,6,29,1,3,Пр.П
63504,15,448,10.0,0,2145,2020,11,18,1,3,Пр.П
13688,647,700,1529.0,1520,2081,2018,9,23,2,3,Уш
42650,18,204,10.0,0,2161,2020,6,29,1,3,Пр.Л
35908,18,33,11.0,0,2145,2020,4,28,1,3,Пр.П
4469,410,513,8.0,0,2113,2018,3,22,2,3,У
30053,643,314,8.0,0,2145,2020,3,27,1,4,Пр.П
90544,3,478,11.0,0,2065,2021,1,31,1,20,Р
58540,5,528,10.0,0,2161,2020,9,29,1,4,Пр.Л
35073,639,122,18.0,0,2065,2020,4,12,2,40,Р
90988,110,317,9.0,0,2161,2021,1,31,1,4,Пр.Л
2259,270,46,10.0,0,2129,2018,2,22,2,7,П
52541,89,968,9.0,0,2129,2020,8,30,2,11,П
65739,615,535,9.0,0,2129,2019,1,20,2,6,П
56801,11,567,10.0,0,2145,2020,8,19,1,4,Пр.П
21138,12,418,9.0,0,2161,2020,1,16,1,5,Пр.Л
88024,399,522,8.0,0,2129,2021,1,30,1,16,П
63952,187,757,23.0,0,2065,2020,12,30,2,22,Р
27016,306,24,8.0,0,2113,2020,3,24,2,2,У
16750,601,205,1515.0,1520,2097,2018,12,17,2,2,Суж
70479,545,796,11.0,0,2145,2019,4,25,2,3,Пр.П
13279,160,565,16.0,0,2065,2018,9,26,2,30,Р
17599,97,774,8.0,0,2113,2020,1,23,2,9,У
52993,598,952,9.0,0,2161,2020,8,31,1,4,Пр.Л
67531,615,959,9.0,0,2129,2019,2,20,2,17,П
76328,10,517,10.0,0,2129,2019,9,12,2,17,П
93052,327,743,14.0,0,2065,2021,2,20,1,38,Р
21090,11,935,10.0,0,2145,2020,1,16,1,3,Пр.П
81659,612,521,8.0,0,2161,2019,12,17,1,5,Пр.Л
54608,138,541,7.0,0,2113,2020,8,28,2,3,У
12528,16,132,9.0,0,2129,2018,9,27,2,8,П
68234,248,863,7.0,0,2113,2019,3,20,2,3,У
93104,343,827,1527.0,1520,2081,2021,2,20,1,4,Уш
82845,625,757,7.0,0,2113,2019,12,17,2,5,У
49928,7,669,9.0,0,2129,2020,7,28,2,9,П
54494,297,360,8.0,0,2113,2020,8,28,2,5,У
54622,142,188,8.0,0,2145,2020,8,28,1,4,Пр.П
101526,631,661,7.0,0,2129,2021,2,21,1,12,П
51821,297,885,8.0,0,2145,2020,8,30,1,3,Пр.П
505,646,505,11.0,0,2129,2018,1,19,2,19,П
77756,25,902,6.0,0,2129,2019,10,23,1,3,П
21502,635,894,8.0,0,2161,2020,1,17,1,4,Пр.Л
29571,585,952,1529.0,1520,2081,2020,3,27,2,2,Уш
34109,322,590,10.0,0,2161,2020,4,13,1,3,Пр.Л
88479,283,558,1517.0,1520,2097,2021,1,31,1,14,Суж
81407,565,906,10.0,0,2145,2019,12,17,1,3,Пр.П
34862,611,696,8.0,0,2161,2020,4,12,1,4,Пр.Л
127,119,443,9.0,0,2129,2018,1,29,2,18,П
32579,548,799,7.0,0,2113,2020,4,11,2,2,У
48310,586,658,8.0,0,2161,2020,7,27,1,5,Пр.Л
28953,327,948,8.0,0,2145,2020,3,27,1,3,Пр.П
73939,320,898,1530.0,1520,2081,2019,7,22,2,6,Уш
53864,588,232,8.0,0,2145,2020,8,27,1,4,Пр.П
45576,641,282,9.0,0,2145,2020,6,26,1,4,Пр.П
6933,328,227,7.0,0,2113,2018,5,20,2,2,У
22197,118,124,8.0,0,2161,2020,2,22,1,6,Пр.Л
82067,33,777,7.0,0,2113,2019,12,22,2,2,У
15291,14,611,11.0,0,2113,2018,10,24,2,2,У
35051,637,779,8.0,0,2145,2020,4,12,1,6,Пр.П
58227,569,567,8.0,0,2161,2020,9,30,1,5,Пр.Л
12481,1,946,1529.0,1520,2081,2018,9,27,2,7,Уш
46054,18,146,11.0,0,2145,2020,6,12,1,4,Пр.П
19274,93,72,8.0,0,2145,2020,1,19,1,3,Пр.П
67588,611,451,1531.0,1520,2081,2019,2,19,2,6,Уш
76885,17,126,7.0,0,2113,2019,9,18,2,4,У
32318,481,957,8.0,0,2161,2020,4,11,1,3,Пр.Л
97714,383,138,1526.0,1520,2081,2021,2,21,1,4,Уш
87268,456,263,1518.0,1520,2097,2021,1,30,1,3,Суж
76305,645,440,11.0,0,2129,2019,8,19,2,15,П
99895,12,739,9.0,0,2065,2021,2,22,1,16,Р
1162,25,865,1529.0,1520,2081,2018,2,15,2,2,Уш
100366,43,454,1526.0,1520,2081,2021,2,15,1,2,Уш
80549,50,406,10.0,0,2161,2019,12,18,1,6,Пр.Л
11056,457,751,8.0,0,2113,2018,8,14,2,3,У
43072,545,930,8.0,0,2145,2020,6,26,1,5,Пр.П
99155,55,113,1525.0,1520,2081,2021,2,22,1,4,Уш
10947,360,964,9.0,0,2113,2018,8,14,2,3,У
92723,271,413,7.0,0,2113,2021,2,19,1,41,У
86827,591,298,7.0,0,2129,2021,1,30,1,9,П
67810,37,291,7.0,0,2113,2019,3,20,2,2,У
98718,188,99,1529.0,1520,2081,2021,2,22,2,3,Уш
76613,531,457,11.0,0,2065,2019,9,13,2,11,Р
17642,112,26,8.0,0,2113,2020,1,23,2,6,У
12621,116,36,13.0,0,2161,2018,9,27,2,4,Пр.Л
92604,533,218,1527.0,1520,2081,2021,2,20,2,6,Уш
98080,283,202,7.0,0,2129,2021,2,22,1,20,П
44417,648,932,8.0,0,2161,2020,6,22,1,4,Пр.Л
63125,12,456,8.0,0,2161,2020,10,13,1,3,Пр.Л
27079,322,370,9.0,0,2161,2020,3,25,1,5,Пр.Л
25136,645,688,8.0,0,2161,2020,2,27,1,4,Пр.Л
40795,622,7,8.0,0,2161,2020,5,26,1,6,Пр.Л
21211,18,94,11.0,0,2145,2020,1,16,1,4,Пр.П
44534,598,898,9.0,0,2145,2020,6,26,1,6,Пр.П
68267,262,826,9.0,0,2129,2019,3,20,2,19,П
62850,613,84,8.0,0,2161,2020,10,15,1,5,Пр.Л
58112,621,938,8.0,0,2161,2020,9,24,1,6,Пр.Л
1122,640,920,10.0,0,2129,2018,1,22,2,18,П
9023,12,526,13.0,0,2129,2018,6,30,2,20,П
92398,441,970,7.0,0,2129,2021,2,20,1,13,П
78480,593,254,9.0,0,2129,2019,10,18,2,13,П
14106,380,538,7.0,0,2113,2018,10,18,2,3,У
54088,489,845,8.0,0,2113,2020,8,27,2,4,У
30547,645,255,9.0,0,2145,2020,3,26,1,4,Пр.П
14753,375,673,9.0,0,2129,2018,10,22,2,19,П
35642,646,268,10.0,0,2145,2020,4,12,1,5,Пр.П
82953,637,804,9.0,0,2161,2019,12,17,1,5,Пр.Л
87385,478,931,7.0,0,2129,2021,1,30,1,19,П
81266,522,690,9.0,0,2113,2019,12,17,2,2,У
2212,256,296,9.0,0,2113,2018,2,22,2,6,У
101218,647,340,1516.0,1520,2097,2021,2,24,1,5,Суж
61519,639,960,9.0,0,2161,2020,9,26,1,3,Пр.Л
97130,504,787,1526.0,1520,2081,2021,2,21,1,6,Уш
95185,14,417,8.0,0,2129,2021,2,19,1,5,П
52886,587,32,8.0,0,2145,2020,8,31,1,4,Пр.П
47237,585,735,8.0,0,2145,2020,7,1,1,5,Пр.П
75962,570,105,1515.0,1520,2097,2019,8,19,2,3,Суж
64330,116,31,9.0,0,2145,2020,12,30,1,4,Пр.П
69689,646,184,10.0,0,2113,2019,3,22,2,2,У
20928,639,942,9.0,0,2145,2020,1,25,1,3,Пр.П
32612,549,136,13.0,0,2161,2020,4,11,2,3,Пр.Л
85231,572,490,8.0,0,2129,2021,1,28,1,18,П
1054,631,522,19.0,0,2065,2018,1,22,2,39,Р
23751,12,363,8.0,0,2145,2020,2,18,1,3,Пр.П
88491,285,248,1517.0,1520,2097,2021,1,31,1,6,Суж
41202,484,468,8.0,0,2161,2020,6,30,1,4,Пр.Л
41327,536,348,8.0,0,2113,2020,6,30,2,10,У
11719,269,208,9.0,0,2129,2018,8,7,2,6,П
18052,322,505,8.0,0,2161,2020,1,24,1,3,Пр.Л
99562,630,349,7.0,0,2129,2021,2,22,1,15,П
21724,649,788,8.0,0,2161,2020,1,28,1,3,Пр.Л
27264,457,401,7.0,0,2113,2020,3,25,2,4,У
25361,611,166,10.0,0,2145,2020,2,23,1,5,Пр.П
16670,322,447,11.0,0,2129,2018,12,17,2,7,П
41118,547,343,8.0,0,2161,2020,6,30,1,3,Пр.Л
12977,581,98,8.0,0,2113,2018,9,21,2,2,У
62983,2,710,10.0,0,2161,2020,10,13,1,4,Пр.Л
14894,560,601,1530.0,1520,2081,2018,10,21,2,6,Уш
73152,534,997,7.0,0,2113,2019,6,3,2,2,У
24801,600,428,9.0,0,2161,2020,2,17,1,4,Пр.Л
62795,649,127,14.0,0,2129,2020,10,15,2,19,П
18391,556,783,9.0,0,2129,2020,1,24,2,6,П
70484,560,952,11.0,0,2129,2019,4,25,2,15,П
92812,294,174,8.0,0,2129,2021,2,19,1,18,П
67040,650,155,1528.0,1535,2097,2019,2,18,2,4,Суж
96895,477,949,1526.0,1520,2081,2021,2,21,1,3,Уш
46016,16,327,10.0,0,2161,2020,6,12,1,5,Пр.Л
83322,441,911,1526.0,1520,2081,2021,1,28,1,6,Уш
85863,32,395,7.0,0,2129,2021,1,27,1,20,П
28098,642,872,10.0,0,2145,2020,3,25,1,6,Пр.П
21004,647,21,8.0,0,2161,2020,1,25,1,4,Пр.Л
68794,563,436,7.0,0,2113,2019,3,20,2,2,У
14019,269,384,9.0,0,2129,2018,10,17,2,15,П
50797,647,566,11.0,0,2129,2020,7,27,2,13,П
97705,382,214,8.0,0,2129,2021,2,21,1,13,П
56072,612,427,8.0,0,2161,2020,8,31,1,3,Пр.Л
32243,448,106,7.0,0,2113,2020,4,11,2,2,У
43181,575,282,9.0,0,2161,2020,6,26,1,4,Пр.Л
24612,516,549,10.0,0,2145,2020,2,17,1,5,Пр.П
78045,571,339,1515.0,1520,2097,2019,10,25,2,8,Суж
44779,5,303,9.0,0,2145,2020,6,27,1,3,Пр.П
38201,646,529,9.0,0,2145,2020,5,25,1,5,Пр.П
89721,187,966,9.0,0,2145,2021,1,31,1,5,Пр.П
68829,576,496,7.0,0,2113,2019,3,20,2,2,У
89449,315,721,1518.0,1520,2097,2021,1,31,1,3,Суж
25867,21,344,8.0,0,2161,2020,2,16,1,4,Пр.Л
21758,1,668,8.0,0,2161,2020,2,22,1,6,Пр.Л
83688,283,234,7.0,0,2129,2021,1,27,1,9,П
19206,54,67,10.0,0,2145,2020,1,19,1,3,Пр.П
17877,266,581,9.0,0,2129,2020,1,23,2,16,П
80344,1,843,10.0,0,2161,2019,12,18,1,6,Пр.Л
28607,115,880,8.0,0,2145,2020,3,28,1,4,Пр.П
81813,637,907,8.0,0,2161,2019,12,13,1,3,Пр.Л
92366,440,533,1526.0,1520,2081,2021,2,20,1,2,Уш
44655,609,897,11.0,0,2145,2020,6,26,2,3,Пр.П
44161,621,368,9.0,0,2161,2020,6,22,1,5,Пр.Л
67019,630,135,16.0,0,2065,2019,2,18,2,30,Р
46401,262,542,7.0,0,2113,2020,7,30,2,4,У
16816,42,583,11.0,0,2161,2018,12,20,2,3,Пр.Л
52040,385,942,9.0,0,2145,2020,8,31,1,3,Пр.П
72016,647,657,11.0,0,2161,2019,5,21,2,4,Пр.Л
20362,622,652,7.0,-6,2113,2020,1,14,2,2,У
21152,13,866,10.0,0,2161,2020,1,16,1,5,Пр.Л
86507,559,556,8.0,0,2129,2021,1,30,1,20,П
91033,29,113,1518.0,1520,2097,2021,1,25,1,3,Суж
985,28,376,7.0,0,2113,2018,1,15,2,2,У
68463,341,433,8.0,0,2113,2019,3,20,2,6,У
50048,35,406,8.0,0,2161,2020,7,28,1,4,Пр.Л
10888,296,489,8.0,0,2113,2018,8,14,2,2,У
60479,607,608,9.0,0,2161,2020,9,26,1,3,Пр.Л
39014,437,961,8.0,0,2145,2020,5,26,1,4,Пр.П
91386,624,669,1515.0,1520,2097,2021,1,29,1,3,Суж
56498,646,484,8.0,0,2161,2020,8,27,1,3,Пр.Л
55938,640,180,8.0,0,2161,2020,8,31,1,4,Пр.Л
48116,551,868,8.0,0,2113,2020,7,27,2,3,У
97414,538,543,1527.0,1520,2081,2021,2,21,1,4,Уш
47948,645,740,11.0,0,2129,2020,7,14,2,16,П
44581,603,296,1515.0,1520,2097,2020,6,26,2,2,Суж
74657,527,908,9.0,0,2129,2019,7,26,2,14,П
57672,374,437,8.0,0,2161,2020,9,30,1,4,Пр.Л
33663,42,583,8.0,0,2161,2020,4,14,1,3,Пр.Л
76833,640,201,1515.0,1520,2097,2019,9,29,2,2,Суж
58711,622,163,10.0,0,2161,2020,9,24,1,6,Пр.Л
22276,161,978,8.0,0,2145,2020,2,22,1,3,Пр.П
2182,195,146,8.0,0,2113,2018,2,27,2,3,У
2530,567,910,8.0,0,2113,2018,2,22,2,2,У
37766,582,446,8.0,0,2161,2020,5,30,1,4,Пр.Л
70285,57,597,7.0,0,2113,2019,4,27,2,3,У
28611,117,367,8.0,0,2161,2020,3,28,1,3,Пр.Л
27776,596,528,8.0,0,2145,2020,3,25,1,4,Пр.П
54721,182,81,9.0,0,2129,2020,8,28,2,13,П
40690,24,100,14.0,0,2129,2020,5,29,2,13,П
76682,576,593,1515.0,1520,2097,2019,9,13,2,4,Суж
33886,162,750,10.0,0,2145,2020,4,14,1,5,Пр.П
19586,322,729,11.0,0,2129,2020,1,17,2,5,П
5711,631,867,21.0,0,2065,2018,4,29,2,27,Р
16962,355,839,7.0,0,2113,2018,12,19,2,3,У
